sample,specie,cp_abundance,cz_abundance
25S02898373,Kluyvera_ascorbata,3.0300003e-05,1.1000001e-06
25S02898373,Candidatus_Neoruminococcus_faecicola,2.7900003e-05,5.1000005e-06
25S02898373,Enterobacter_cloacae,2.4800002e-05,0.0
25S02898373,GGB9537_SGB14940,2.4700002e-05,0.0
25S02898373,Haemophilus_parainfluenzae,2.4500002e-05,6.9000007e-06
25S02898373,Mediterraneibacter_massiliensis,2.3800002e-05,0.00024400002
25S02898373,GGB58233_SGB79883,2.3300002e-05,9.4000009e-06
25S02898373,Streptococcus_rubneri,2.2700002e-05,0.00043570004
25S02898373,Christensenellaceae_bacterium_NSJ_53,2.2500002e-05,3.0200003e-05
25S02898373,Bifidobacterium_bifidum,2.2000002e-05,0.00062710006
25S02898373,Kluyvera_georgiana,2.1900002e-05,0.0
25S02898373,GGB9495_SGB14892,2.1200002e-05,2.1000002e-06
25S02898373,GGB9534_SGB14937,2.1200002e-05,0.0
25S02898373,Streptococcus_sanguinis,2.0700002e-05,8.6000009e-05
25S02898373,Christensenella_sp_NSJ_35,2.0200002e-05,1.5300002e-05
25S02898373,Oscillibacter_sp_PC13,1.9200002e-05,2.0000002e-07
25S02898373,Eisenbergiella_massiliensis,1.9000002e-05,1.1000001e-06
25S02898373,Oscillospiraceae_bacterium_BX1,1.7600002e-05,0.0
25S02898373,Citrobacter_freundii,1.7100002e-05,0.0
25S02898373,Enterocloster_citroniae,1.7000002e-05,0.0
25S02898373,Blautia_sp_OF03_15BH,1.6300002e-05,2.4000002e-06
25S02898373,GGB2848_SGB3813,1.6200002e-05,0.0
25S02898373,Ligilactobacillus_SGB15290,1.6000002e-05,4.3000004e-06
25S02898373,Parabacteroides_goldsteinii,1.5800002e-05,0.0
25S02898373,GGB3616_SGB4888,1.5300002e-05,2.5000003e-06
25S02898373,Anaerotruncus_colihominis,1.4800001e-05,0.0
25S02898373,Bittarella_massiliensis,1.4700001e-05,2.6000003e-06
25S02898373,Victivallis_vadensis,1.4200001e-05,0.0
25S02898373,GGB35068_SGB47850,1.3300001e-05,0.00027370003
25S02898373,Faecalibacterium_SGB15315,1.3100001e-05,1.1000001e-06
25S02898373,GGB9561_SGB14972,1.3000001e-05,6.5900007e-05
25S02898373,Streptococcus_oralis,1.2700001e-05,2.4600002e-05
25S02898373,Clostridium_butyricum,1.2600001e-05,3.3700003e-05
25S02898373,Kluyvera_sichuanensis,1.2100001e-05,0.0
25S02898373,GGB9345_SGB14311,1.1800001e-05,0.0
25S02898373,Granulicatella_SGB8255,1.1400001e-05,8.7900009e-05
25S02898373,GGB3892_SGB5290,1.0900001e-05,3.6800004e-05
25S02898373,Candidatus_Alloruminococcus_vanvlietii,1.0700001e-05,0.0
25S02898373,TM7_phylum_sp_oral_taxon_352,1.0400001e-05,3.1400003e-05
25S02898373,Candidatus_Geddesella_stercoravicola,1.0300001e-05,2.2500002e-05
25S02898373,Parvimonas_micra,9.2000009e-06,4.7000005e-06
25S02898373,Puniceicoccaceae_unclassified_SGB15388,9.1000009e-06,2.0000002e-07
25S02898373,Enterobacter_hormaechei,8.9000009e-06,0.0
25S02898373,Gordonibacter_pamelaeae,8.9000009e-06,5.6000006e-06
25S02898373,Peptostreptococcus_stomatis,8.6000009e-06,2.3300002e-05
25S02898373,Erysipelatoclostridium_ramosum,8.3000008e-06,6.6400007e-05
25S02898373,Bilophila_SGB15451,8.1000008e-06,8.7000009e-06
25S02898373,GGB49418_SGB69331,8.1000008e-06,8.0500008e-05
25S02898373,Slackia_SGB14780,8.0000008e-06,0.00056520006
25S02898373,Intestinimonas_massiliensis,7.8000008e-06,0.0
25S02898373,Lachnospiraceae_bacterium_NSJ_46,7.6000008e-06,0.00080340008
25S02898373,Streptococcus_cristatus,7.2000007e-06,4.5900005e-05
25S02898373,Intestinimonas_butyriciproducens,6.5000007e-06,0.0
25S02898373,GGB79395_SGB105947,6.3000006e-06,0.0
25S02898373,Bacteroides_fragilis,5.9000006e-06,0.0
25S02898373,GGB58158_SGB79798,5.7000006e-06,0.0
25S02898373,Kluyvera_genomosp_3,5.3000005e-06,0.0
25S02898373,Ruminococcaceae_bacterium_Marseille_P2935,5.3000005e-06,0.0
25S02898373,TM7_phylum_sp_oral_taxon_348,5.2000005e-06,7.9000008e-06
25S02898373,GGB9581_SGB79823,5.1000005e-06,0.0
25S02898373,Harryflintia_acetispora,4.7000005e-06,8.2000008e-06
25S02898373,GGB1456_SGB2019,4.4000004e-06,0.0
25S02898373,Anaerofilum_sp_BX8,4.3000004e-06,0.0
25S02898373,Eubacterium_brachy,4.3000004e-06,0.0
25S02898373,Enterocloster_asparagiformis,3.7000004e-06,0.0
25S02898373,Clostridium_sp_Marseille_P3244,3.4000003e-06,1.4500001e-05
25S02898373,Fusobacterium_nucleatum,3.4000003e-06,0.0
25S02898373,GGB45432_SGB63101,3.2000003e-06,3.3700003e-05
25S02898373,Candidatus_Parachristensenella_avicola,2.9000003e-06,0.0
25S02898373,Klebsiella_sp_WP3_S18_ESBL_05,2.9000003e-06,0.0
25S02898373,Angelakisella_massiliensis,2.4000002e-06,0.0
25S02898373,Alistipes_indistinctus,1.7000002e-06,0.0
25S02898373,Klebsiella_quasivariicola,1.7000002e-06,0.0
25S02898373,Christensenellaceae_bacterium_NSJ_44,1.6000002e-06,0.0
25S02898373,GGB31234_SGB14869,1.6000002e-06,0.0
25S02898373,Flavonifractor_sp_An100,1.4000001e-06,0.0
25S02898373,Phocaeicola_dorei,9.0000009e-07,3.3000003e-06
25S02898373,Prevotella_copri_clade_A,9.0000009e-07,6.9000007e-06
25S02898373,Parvimonas_SGB6649,4.0000004e-07,0.0
25S02898373,Clostridium_sp_chh4_2,2.0000002e-07,0.0
25S02898373,Desulfovibrio_porci,2.0000002e-07,0.0
25S02898373,Streptococcus_anginosus,0.0,0.00087940009
25S02898373,Romboutsia_timonensis,0.0,0.00059730006
25S02898373,Weissella_koreensis,0.0,0.00030180003
25S02898373,Gemella_sanguinis,0.0,0.00020880002
25S02898373,Latilactobacillus_curvatus,0.0,0.00020700002
25S02898373,Latilactobacillus_sakei,0.0,0.00015460002
25S02898373,Clostridium_sp_NSJ_42,0.0,0.00011950001
25S02898373,Streptococcus_australis,0.0,9.600001e-05
25S02898373,Gemella_morbillorum,0.0,9.0300009e-05
25S02898373,Lactococcus_lactis,0.0,7.3200007e-05
25S02898373,Streptococcus_constellatus,0.0,6.1400006e-05
25S02898373,Streptococcus_sinensis,0.0,5.7600006e-05
25S02898373,Clostridium_scindens,0.0,5.5800006e-05
25S02898373,Eubacterium_sulci,0.0,4.8700005e-05
25S02898373,Rothia_aeria,0.0,4.3800004e-05
25S02898373,Lancefieldella_rimae,0.0,3.3200003e-05
25S02898373,Leuconostoc_mesenteroides,0.0,3.2800003e-05
25S02898373,Enterococcus_SGB6173,0.0,3.0400003e-05
25S02898373,Eubacterium_infirmum,0.0,2.7200003e-05
25S02898373,Faecalicatena_contorta,0.0,2.4800002e-05
25S02898373,Prevotella_copri_clade_B,0.0,2.3400002e-05
25S02898373,Actinomyces_SGB17157,0.0,2.2900002e-05
25S02898373,Gemella_haemolysans,0.0,2.0800002e-05
25S02898373,Clostridia_bacterium,0.0,1.8500002e-05
25S02898373,Solobacterium_moorei,0.0,1.7100002e-05
25S02898373,Clostridium_sp_1001270H_150608_G6,0.0,1.2300001e-05
25S02898373,Enterococcus_faecium,0.0,1.2300001e-05
25S02898373,Granulicatella_adiacens,0.0,1.1700001e-05
25S02898373,Streptococcus_gallolyticus,0.0,1.1300001e-05
25S02898373,Eubacterium_SGB4961,0.0,1.1200001e-05
25S02898373,Pediococcus_pentosaceus,0.0,1.0900001e-05
25S02898373,Actinomyces_sp_HMSC035G02,0.0,1.0400001e-05
25S02898373,Roseburia_hominis,0.0,9.800001e-06
25S02898373,Eubacterium_nodatum,0.0,9.3000009e-06
25S02898373,GGB4456_SGB6141,0.0,8.9000009e-06
25S02898373,Mediterraneibacter_sp_gm002,0.0,8.7000009e-06
25S02898373,Roseburia_faecis,0.0,7.6000008e-06
25S02898373,Solobacterium_SGB6833,0.0,7.0000007e-06
25S02898373,Ruminococcus_lactaris,0.0,6.9000007e-06
25S02898373,Kluyvera_SGB71764,0.0,6.8000007e-06
25S02898373,Anaerofustis_stercorihominis,0.0,6.6000007e-06
25S02898373,Catenibacillus_scindens,0.0,6.2000006e-06
25S02898373,GGB10485_SGB49305,0.0,6.0000006e-06
25S02898373,Gemmiger_SGB15295,0.0,5.9000006e-06
25S02898373,Leuconostoc_gelidum,0.0,5.7000006e-06
25S02898373,Actinomyces_SGB17168,0.0,5.6000006e-06
25S02898373,Mogibacterium_diversum,0.0,5.1000005e-06
25S02898373,Clostridium_SGB6177,0.0,5.0000005e-06
25S02898373,Gemella_SGB7284,0.0,4.2000004e-06
25S02898373,Eggerthella_lenta,0.0,3.5000004e-06
25S02898373,Scardovia_wiggsiae,0.0,3.4000003e-06
25S02898373,Corynebacterium_durum,0.0,3.3000003e-06
25S02898373,GGB3385_SGB4471,0.0,2.9000003e-06
25S02898373,Prevotella_stercorea,0.0,2.6000003e-06
25S02898373,Actinomyces_SGB17163,0.0,2.4000002e-06
25S02898373,Candidatus_Nanoperiomorbus_periodonticus,0.0,2.3000002e-06
25S02898373,Actinomyces_SGB17154,0.0,2.1000002e-06
25S02898373,Candidatus_Alloscillospira_gallinarum,0.0,2.1000002e-06
25S02898373,Haemophilus_sputorum,0.0,1.9000002e-06
25S02898373,Phocaeicola_plebeius,0.0,1.9000002e-06
25S02898373,Actinomyces_oris,0.0,1.6000002e-06
25S02898373,Weissella_paramesenteroides,0.0,1.6000002e-06
25S02898373,GGB12785_SGB19827,0.0,1.3000001e-06
25S02898373,Christensenella_timonensis,0.0,1.2000001e-06
25S02898373,Prevotella_buccae,0.0,1.1000001e-06
25S02898373,Mogibacterium_pumilum,0.0,1.0000001e-06
25S02898373,GGB3256_SGB4303,0.0,8.0000008e-07
25S02898373,Shuttleworthia_satelles,0.0,7.0000007e-07
25S02898373,Eggerthellaceae_bacterium,0.0,6.0000006e-07
25S02898373,Peptostreptococcus_SGB749,0.0,6.0000006e-07
25S02898373,Actinomyces_sp_ICM47,0.0,5.0000005e-07
25S02898373,Catenibacterium_SGB4425,0.0,5.0000005e-07
25S02898373,GGB49434_SGB69353,0.0,5.0000005e-07
25S02898373,Parvibacter_caecicola,0.0,5.0000005e-07
25S02898373,GGB3453_SGB4607,0.0,4.0000004e-07
25S02898373,Phascolarctobacterium_faecium,0.0,4.0000004e-07
25S02898373,Schaalia_cardiffensis,0.0,3.0000003e-07
25S03142121,Prevotella_copri_clade_A,0.33712267,0.2528158
25S03142121,Prevotella_copri_clade_G,0.12982359,0.083562233
25S03142121,Prevotella_SGB1680,0.082110592,0.043661265
25S03142121,Prevotellamassilia_timonensis,0.066716893,0.033705873
25S03142121,GGB6012_SGB8640,0.045175795,0.035673571
25S03142121,Prevotella_sp_885,0.044159196,0.027184178
25S03142121,GGB4271_SGB5817,0.041624496,0.030894875
25S03142121,Collinsella_SGB14861,0.035898596,0.042659966
25S03142121,Megasphaera_elsdenii,0.018722298,0.011712591
25S03142121,Megamonas_funiformis,0.015184898,0.028506777
25S03142121,Klebsiella_pneumoniae,0.012152799,0.0084194933
25S03142121,Prevotella_sp_Marseille_P4119,0.012068799,0.0064681948
25S03142121,Faecalibacterium_prausnitzii,0.010303399,0.009973692
25S03142121,GGB51647_SGB4348,0.0091457991,0.0059087953
25S03142121,GGB1495_SGB2071,0.0083055992,0.0034023973
25S03142121,Mesosutterella_multiformis,0.0079496992,0.0035498972
25S03142121,Roseburia_faecis,0.0062528994,0.019133285
25S03142121,Eubacterium_rectale,0.0058693994,0.029700376
25S03142121,GGB4642_SGB6422,0.0049721995,0.0071355943
25S03142121,Clostridium_fessum,0.0043899996,0.0054837956
25S03142121,GGB80011_SGB15265,0.0041667996,0.0016454987
25S03142121,GGB1266_SGB1699,0.0041017996,0.003695197
25S03142121,Prevotella_copri_clade_C,0.0038431996,0.001238199
25S03142121,Sutterella_sp_AM11_39,0.0028560997,0.00097649922
25S03142121,Dialister_succinatiphilus,0.0026490997,0.0033768973
25S03142121,Sutterella_wadsworthensis,0.0022476998,0.00079639936
25S03142121,Olsenella_sp_AF16_14LB,0.0021845998,0.0008767993
25S03142121,Parabacteroides_merdae,0.0021581998,0.00085009932
25S03142121,Desulfovibrio_SGB5076,0.0021240998,0.0022003982
25S03142121,GGB9581_SGB4365,0.0020635998,0.0017100986
25S03142121,GGB9760_SGB15373,0.0019484998,0.0022878982
25S03142121,Coprococcus_eutactus,0.0018980998,0.0058566953
25S03142121,Candidatus_Catenibacterium_tridentinum,0.0018247998,0.018778485
25S03142121,Escherichia_coli,0.0018094998,0.001295799
25S03142121,GGB9075_SGB13997,0.0017775998,0.0005052996
25S03142121,GGB3746_SGB5089,0.0017513998,0.0023857981
25S03142121,Oscillibacter_sp_ER4,0.0017254998,0.0013581989
25S03142121,Candidatus_Cibionibacter_quicibialis,0.0017112998,0.0026893978
25S03142121,Haemophilus_parainfluenzae,0.0016645998,0.0010037992
25S03142121,Staphylococcus_SGB6340,0.0016607998,0.0039706968
25S03142121,Blautia_wexlerae,0.0016022998,0.0082935934
25S03142121,Dorea_formicigenerans,0.0015722998,0.0085530932
25S03142121,Enterobacter_hormaechei,0.0015432998,0.00096519923
25S03142121,GGB3256_SGB4303,0.0014409999,0.0059929952
25S03142121,GGB4554_SGB6285,0.0014261999,0.0018778985
25S03142121,Phocaeicola_vulgatus,0.0014050999,0.00068619945
25S03142121,Roseburia_inulinivorans,0.0012510999,0.001195599
25S03142121,Lacrimispora_amygdalina,0.0012211999,0.001309699
25S03142121,Holdemanella_porci,0.0011886999,0.018498885
25S03142121,Dorea_longicatena,0.0010696999,0.028772077
25S03142121,Clostridium_sp_AM22_11AC,0.00094459991,0.0015534988
25S03142121,Clostridiales_bacterium_KLE1615,0.00090179991,0.001276499
25S03142121,Desulfovibrio_piger,0.00085779991,0.00044849964
25S03142121,Lachnospira_eligens,0.00085689991,0.0016901986
25S03142121,Clostridiaceae_bacterium_Marseille_Q4143,0.00084379992,0.00090559928
25S03142121,Waltera_intestinalis,0.00074869993,0.00055969955
25S03142121,Holdemanella_biformis,0.00073739993,0.0095035924
25S03142121,Megasphaera_sp_AM44_1BH,0.00069669993,0.0042484966
25S03142121,Clostridium_sp_1001270H_150608_G6,0.00069649993,0.0015025988
25S03142121,Faecalibacterium_SGB15346,0.00068759993,0.00063339949
25S03142121,Parabacteroides_distasonis,0.00068589993,0.00027729978
25S03142121,Roseburia_intestinalis,0.00065829993,0.00043119966
25S03142121,Streptococcus_salivarius,0.00065759993,0.0065627947
25S03142121,Collinsella_aerofaciens,0.00063429994,0.011743791
25S03142121,GGB4723_SGB6541,0.00060939994,0.0011463991
25S03142121,Ruminococcus_torques,0.00059859994,0.01209899
25S03142121,Acidaminococcus_massiliensis,0.00059479994,0.0015272988
25S03142121,Allisonella_histaminiformans,0.00056939994,0.0014238989
25S03142121,Dysosmobacter_sp_BX15,0.00056139994,0.00039699968
25S03142121,Clostridiaceae_bacterium,0.00055209994,0.00084809932
25S03142121,GGB6574_SGB9290,0.00054319995,0.00017199986
25S03142121,GGB6569_SGB9281,0.00052679995,0.00019189985
25S03142121,Clostridium_SGB4750,0.00050079995,0.00064739948
25S03142121,Paraprevotella_clara,0.00049959995,0.00019379984
25S03142121,Blautia_faecis,0.00049829995,0.0040134968
25S03142121,Catenibacterium_SGB4425,0.00049589995,0.0030152976
25S03142121,Coprococcus_comes,0.00048219995,0.0040625967
25S03142121,GGB33469_SGB15236,0.00046709995,0.00031979974
25S03142121,Eubacterium_SGB6276,0.00044149996,0.00040719967
25S03142121,Bacteroides_finegoldii,0.00042599996,0.00017209986
25S03142121,Blautia_massiliensis,0.00042359996,0.0054176957
25S03142121,Clostridium_sp_AF20_17LB,0.00040889996,0.00041169967
25S03142121,Butyricicoccus_sp_AM29_23AC,0.00039009996,0.00084189933
25S03142121,Weissella_confusa,0.00038139996,0.0058862953
25S03142121,Lacrimispora_celerecrescens,0.00037729996,0.0098106922
25S03142121,GGB9593_SGB15015,0.00037399996,0.00028349977
25S03142121,Odoribacter_splanchnicus,0.00036789996,0.00013649989
25S03142121,Anaerobutyricum_hallii,0.00036449996,0.00031329975
25S03142121,Gemmiger_formicilis,0.00033889997,0.0015918987
25S03142121,Lactococcus_lactis,0.00033739997,0.0036633971
25S03142121,Bacteroides_thetaiotaomicron,0.00033339997,0.00014329989
25S03142121,GGB9758_SGB15368,0.00033219997,0.00019759984
25S03142121,Bacteroides_uniformis,0.00031919997,0.00011449991
25S03142121,Blautia_obeum,0.00031689997,0.0031292975
25S03142121,Eubacteriales_unclassified_SGB15145,0.00031369997,0.00032559974
25S03142121,Veillonella_parvula,0.00031369997,0.00038239969
25S03142121,Alistipes_shahii,0.00031249997,9.2499926e-05
25S03142121,Blautia_sp_MSK_20_85,0.00029769997,0.0033607973
25S03142121,Clostridium_sp_AF34_10BH,0.00029299997,0.00031009975
25S03142121,GGB9642_SGB15119,0.00029269997,0.00077069938
25S03142121,Formosa_SGB1638,0.00029029997,0.0002485998
25S03142121,GGB9708_SGB15234,0.00028409997,0.00016479987
25S03142121,Bifidobacterium_adolescentis,0.00028199997,0.0079623936
25S03142121,Bilophila_SGB15450,0.00028089997,0.00058239953
25S03142121,GGB33928_SGB15225,0.00027989997,0.00014009989
25S03142121,Fusicatenibacter_saccharivorans,0.00027489997,0.0042569966
25S03142121,Collinsella_SGB4121,0.00027229997,0.00042029966
25S03142121,Romboutsia_timonensis,0.00026919997,0.0014531988
25S03142121,GGB4605_SGB6376,0.00026449997,0.0010891991
25S03142121,Alistipes_communis,0.00024569998,7.2499942e-05
25S03142121,GGB4588_SGB6347,0.00024189998,0.00060929951
25S03142121,Agathobaculum_butyriciproducens,0.00024069998,0.00080719935
25S03142121,Eubacterium_ventriosum,0.00023979998,0.0029144977
25S03142121,Clostridiaceae_bacterium_AF18_31LB,0.00022439998,0.00027779978
25S03142121,Clostridiaceae_unclassified_SGB4771,0.00022039998,0.00024009981
25S03142121,Klebsiella_quasipneumoniae,0.00021669998,0.00014139989
25S03142121,Citrobacter_freundii,0.00021469998,0.00017049986
25S03142121,Gemmiger_SGB15295,0.00021469998,0.00079179937
25S03142121,Clostridium_sp_AM42_4,0.00021109998,0.00026629979
25S03142121,Alistipes_indistinctus,0.00020889998,7.3499941e-05
25S03142121,Roseburia_sp_AF02_12,0.00020259998,0.00067009946
25S03142121,Enterobacter_cloacae,0.00020209998,0.0001254999
25S03142121,Ruminococcaceae_bacterium_AM28_23LB,0.00019869998,0.00028389977
25S03142121,Enterobacter_ludwigii,0.00019699998,0.00014009989
25S03142121,Butyricimonas_SGB15260,0.00019219998,9.6899922e-05
25S03142121,Ruminococcus_bromii,0.00019149998,0.00030669975
25S03142121,GGB9712_SGB15244,0.00018969998,5.4299957e-05
25S03142121,Kluyvera_ascorbata,0.00018819998,0.00011539991
25S03142121,GGB9635_SGB15106,0.00018519998,0.0001246999
25S03142121,Proteus_mirabilis,0.00017769998,0.00013849989
25S03142121,Bacteroides_stercoris,0.00017709998,7.2899942e-05
25S03142121,GGB9614_SGB15049,0.00017519998,0.00010709991
25S03142121,Vescimonas_coprocola,0.00017159998,0.00031949974
25S03142121,GGB9627_SGB15081,0.00016989998,0.0002524998
25S03142121,Phocaeicola_massiliensis,0.00016949998,6.199995e-05
25S03142121,Clostridiaceae_bacterium_Marseille_Q4149,0.00016799998,0.00019359985
25S03142121,Clostridium_sp_AF27_2AA,0.00016729998,0.0002535998
25S03142121,GGB9707_SGB15229,0.00016539998,8.6799931e-05
25S03142121,Enterobacter_kobei,0.00016509998,0.00010149992
25S03142121,Streptococcus_mitis,0.00016449998,0.00035749971
25S03142121,Blautia_faecicola,0.00016369998,0.0053774957
25S03142121,Enterobacter_roggenkampii,0.00016319998,8.8399929e-05
25S03142121,Alistipes_ihumii,0.00016199998,4.3199965e-05
25S03142121,Butyricicoccus_SGB14990,0.00015989998,0.00034799972
25S03142121,GGB4684_SGB6478,0.00015959998,0.00016039987
25S03142121,Dysosmobacter_welbionis,0.00014569999,6.5999947e-05
25S03142121,Turicibacter_bilis,0.00014309999,0.00033749973
25S03142121,Blautia_sp_Marseille_P3087,0.00013849999,0.00089619928
25S03142121,Blautia_sp_OF03_15BH,0.00013409999,9.7899922e-05
25S03142121,GGB9635_SGB15103,0.00013199999,0.00013909989
25S03142121,Lachnospiraceae_bacterium_AM48_27BH,0.00012699999,0.00014399988
25S03142121,Rheinheimera_SGB14999,0.00011499999,8.1199935e-05
25S03142121,GGB79734_SGB15291,0.00011369999,0.00058559953
25S03142121,Veillonella_tobetsuensis,0.00011349999,8.4999932e-05
25S03142121,Bacteroides_xylanisolvens,0.00011199999,3.3499973e-05
25S03142121,Clostridiaceae_bacterium_Marseille_Q4145,0.00010519999,0.00013189989
25S03142121,Hydrogenoanaerobacterium_saccharovorans,0.00010509999,0.0001264999
25S03142121,GGB9699_SGB15216,0.00010499999,9.3999925e-05
25S03142121,Roseburia_sp_AM16_25,0.00010419999,0.00038289969
25S03142121,Butyricimonas_virosa,0.00010189999,3.3999973e-05
25S03142121,Clostridiales_bacterium,9.949999e-05,8.2499934e-05
25S03142121,GGB2998_SGB3988,9.879999e-05,0.00010419992
25S03142121,Parasutterella_excrementihominis,9.839999e-05,4.5299964e-05
25S03142121,Lactococcus_garvieae,9.2199991e-05,0.001238999
25S03142121,GGB9747_SGB15356,9.1899991e-05,4.999996e-05
25S03142121,GGB51441_SGB71759,9.0799991e-05,0.00032059974
25S03142121,GGB3588_SGB4808,8.8199991e-05,0.00040219968
25S03142121,Clostridium_sp_AF12_28,8.7499991e-05,0.00010779991
25S03142121,Faecalicatena_fissicatena,8.6499991e-05,0.00082239934
25S03142121,Oscillospiraceae_bacterium_Marseille_Q3528,8.5099991e-05,4.2499966e-05
25S03142121,Blautia_glucerasea,8.4699992e-05,0.00038209969
25S03142121,GGB9766_SGB15383,8.3699992e-05,7.8799937e-05
25S03142121,Veillonella_rogosae,8.2899992e-05,5.5799955e-05
25S03142121,Alistipes_putredinis,8.1199992e-05,2.2999982e-05
25S03142121,Weissella_cibaria,8.1099992e-05,0.0019078985
25S03142121,Butyricimonas_faecalis,7.9899992e-05,2.5999979e-05
25S03142121,Bacteroides_ovatus,7.9699992e-05,1.5799987e-05
25S03142121,Flavonifractor_plautii,7.6699992e-05,2.8499977e-05
25S03142121,Bifidobacterium_longum,7.5999992e-05,0.0010293992
25S03142121,GGB9424_SGB14794,7.4799993e-05,0.00021309983
25S03142121,Klebsiella_grimontii,7.4799993e-05,5.3399957e-05
25S03142121,Anaerostipes_hadrus,7.4399993e-05,0.00018499985
25S03142121,Clostridium_cuniculi,7.3299993e-05,0.00010479992
25S03142121,Anaerostipes_SGB4708,7.2999993e-05,0.00010989991
25S03142121,Raoultella_ornithinolytica,7.2099993e-05,5.2899958e-05
25S03142121,Clostridium_SGB4751,6.6199993e-05,0.0001191999
25S03142121,Streptococcus_parasanguinis,6.5899993e-05,0.00065239948
25S03142121,Klebsiella_variicola,6.5299993e-05,2.9299977e-05
25S03142121,Eubacterium_ramulus,6.4399994e-05,0.0007544994
25S03142121,Lachnospiraceae_bacterium,6.4099994e-05,0.0019559984
25S03142121,Clostridium_leptum,6.2599994e-05,8.789993e-05
25S03142121,Roseburia_hominis,6.2499994e-05,8.5299932e-05
25S03142121,Dorea_sp_AF36_15AT,6.0699994e-05,0.00022449982
25S03142121,GGB6470_SGB9153,5.9099994e-05,1.8299985e-05
25S03142121,GGB9819_SGB15460,5.8599994e-05,1.3899989e-05
25S03142121,Streptococcus_equinus,5.7999994e-05,0.0053514957
25S03142121,GGB6554_SGB9256,5.3699995e-05,1.8799985e-05
25S03142121,Anaerotignum_faecicola,5.3299995e-05,9.8999921e-06
25S03142121,Streptococcus_SGB15012,5.1699995e-05,5.3699957e-05
25S03142121,GGB3146_SGB4159,5.0099995e-05,7.4199941e-05
25S03142121,Leuconostoc_lactis,4.9999995e-05,0.0031594975
25S03142121,Ruminococcus_sp_AF13_28,4.8999995e-05,0.00029039977
25S03142121,GGB51884_SGB49168,4.8399995e-05,4.5199964e-05
25S03142121,GGB2983_SGB3965,4.6399995e-05,0.00025779979
25S03142121,Butyricimonas_faecihominis,4.4199996e-05,1.3199989e-05
25S03142121,Dorea_sp_AF24_7LB,4.3499996e-05,0.0018058986
25S03142121,Klebsiella_michiganensis,4.3399996e-05,2.3599981e-05
25S03142121,GGB58485_SGB80143,4.3099996e-05,8.5699931e-05
25S03142121,GGB3828_SGB5197,4.2499996e-05,4.1799967e-05
25S03142121,Collinsella_SGB15196,4.1799996e-05,1.6299987e-05
25S03142121,Streptococcus_australis,4.1499996e-05,9.2099926e-05
25S03142121,Streptococcus_sanguinis,4.0099996e-05,0.00027279978
25S03142121,GGB9760_SGB15374,3.9299996e-05,2.8199977e-05
25S03142121,GGB12785_SGB19823,3.8899996e-05,5.5199956e-05
25S03142121,Coprococcus_catus,3.7999996e-05,0.00017299986
25S03142121,Anaerosacchariphilus_sp_NSJ_68,3.6499996e-05,5.2999958e-05
25S03142121,GGB13404_SGB14252,3.6299996e-05,2.1399983e-05
25S03142121,Firmicutes_bacterium_AF16_15,3.5399996e-05,0.00052819958
25S03142121,GGB9618_SGB15065,3.5199996e-05,1.6699987e-05
25S03142121,GGB77437_SGB9391,3.4699997e-05,4.6999962e-06
25S03142121,GGB9602_SGB15028,3.4199997e-05,2.0299984e-05
25S03142121,Alistipes_senegalensis,3.3599997e-05,6.0999951e-06
25S03142121,Kluyvera_sichuanensis,3.3399997e-05,2.6499979e-05
25S03142121,Bacteroides_caccae,3.1599997e-05,1.1099991e-05
25S03142121,Klebsiella_quasivariicola,2.8999997e-05,1.0799991e-05
25S03142121,Coprococcus_SGB4669,2.8399997e-05,0.00022309982
25S03142121,Blautia_SGB4815,2.7599997e-05,0.00018869985
25S03142121,Phocaeicola_plebeius,2.6999997e-05,1.9999984e-06
25S03142121,Methanobrevibacter_smithii,2.6299997e-05,2.0099984e-05
25S03142121,Lachnospiraceae_bacterium_OM04_12BH,2.5399997e-05,9.2999926e-06
25S03142121,Streptococcus_rubneri,2.3999998e-05,0.0001255999
25S03142121,Campylobacter_concisus,2.3799998e-05,7.5999939e-06
25S03142121,Lachnospiraceae_bacterium_Marseille_Q4251,2.3599998e-05,4.9099961e-05
25S03142121,Streptococcus_oralis,2.3299998e-05,2.3099982e-05
25S03142121,Streptococcus_infantis,2.1399998e-05,5.2699958e-05
25S03142121,Parabacteroides_bouchesdurhonensis,2.1199998e-05,6.8999945e-06
25S03142121,Clostridium_saudiense,2.0699998e-05,0.00018629985
25S03142121,Enterobacter_asburiae,2.0699998e-05,8.3999933e-06
25S03142121,Granulicatella_SGB8255,2.0099998e-05,7.2999942e-05
25S03142121,Alistipes_sp_AF17_16,1.9999998e-05,5.4999956e-06
25S03142121,GGB3570_SGB4777,1.9899998e-05,6.8999945e-05
25S03142121,GGB2652_SGB3573,1.9799998e-05,3.2899974e-05
25S03142121,Veillonella_atypica,1.9599998e-05,1.8899985e-05
25S03142121,GGB49418_SGB69331,1.9499998e-05,0.00010479992
25S03142121,GGB9359_SGB14334,1.9099998e-05,0.00061489951
25S03142121,Providencia_alcalifaciens,1.8199998e-05,8.8999929e-06
25S03142121,Ruthenibacterium_lactatiformans,1.7799998e-05,1.4499988e-05
25S03142121,Lachnospiraceae_bacterium_oral_taxon_096,1.7699998e-05,1.5299988e-05
25S03142121,Anaeromassilibacillus_sp_An250,1.7499998e-05,2.3399981e-05
25S03142121,Olsenella_timonensis,1.7099998e-05,4.5899963e-05
